latitude,longitude,altitude,geometry,coordinates,NDVI_max,NDVI_mean,NDVI_min,NDVI_stdDev,area_name,centroid_lat,centroid_lon
,,,Polygon,"55.50457700276823,25.31807394042098,55.488386336912626,25.295579168002853,55.52297610436868,25.279126670141533,55.53816052802795,25.301097517221258,55.54262372382874,25.307227550865793,55.54305287727112,25.308624224016647,55.543310369336545,25.31040883850267,55.543653692090466,25.312814146869147,55.54262372382874,25.313900399509606,55.51532956489319,25.318012553407918,55.505544866406865,25.32018495570851,55.50457700276823,25.31807394042098",0.6340486580190089,0.13327844685415982,-0.04751088396744274,0.11569716182166567,muwaileh_suburb,25.301487976394682,55.51675874880896
,,,Polygon,"55.378400895837885,25.355074044476588,55.37837943816577,25.354744402408773,55.37846526885424,25.354356587060728,55.380696866754626,25.350420190894106,55.38179120803271,25.34943122393412,55.38443050170337,25.353076787586964,55.380160424951654,25.3562374798853,55.37945232177172,25.356702850914065,55.37921628731647,25.356702851033802,55.37900171065722,25.356683460490284,55.37885150681474,25.356547727497468,55.37872276091967,25.3564313846983,55.37855109954272,25.35565576358033,55.378400895837885,25.355229169844588,55.378400895837885,25.355074044476588",0.5328786513962167,0.0836909531553964,-0.012472160356347439,0.08321753905870265,jubail,25.353241100208198,55.38111844007923
,,,Polygon,"55.40805294009994,25.3482926022453,55.40509190956327,25.343444616547046,55.423459676897245,25.332933398908605,55.43478932777615,25.349184674589036,55.43478932777615,25.350270600872623,55.43174240130447,25.352869039595664,55.4283520261404,25.355002023016993,55.42749371925564,25.354769334453213,55.426892904436315,25.355389836294833,55.4126450101492,25.353605884917386,55.41135754982206,25.35283024567421,55.40805294009994,25.3482926022453",0.6285419886656363,0.08987671984181701,-0.05031013094417643,0.0897180735312993,halwan,25.34574201407742,55.42046811716175
,,,Polygon,"55.435659351708736,25.35037937024448,55.423557224633534,25.33288703004641,55.451424193547055,25.316154151600188,55.46532876508025,25.334308308431197,55.45609760279364,25.340466372003082,55.452235221812195,25.342871083266473,55.44682788843818,25.345275746730874,55.435659351708736,25.35037937024448",0.6429170159262364,0.11516285042576054,-0.047152018106374954,0.12553745888548729,mughaider_suburb,25.333655182302575,55.44440315300698
,,,Polygon,"55.37050231949982,25.33046401545168,55.37246572279337,25.329683386151572,55.37353324468842,25.32925427248194,55.374429096988166,25.328669993680148,55.377475991434544,25.32515945317243,55.37962175864646,25.320465656441968,55.380909218973606,25.31526735519106,55.38228250998924,25.314879413315555,55.39464212912985,25.327991159890146,55.394427554058865,25.328922114069744,55.39425589103172,25.32985306793861,55.393762400696474,25.330822780455012,55.393054325045284,25.33179249102931,55.39163814085976,25.333887058941432,55.38910604972312,25.337921005190843,55.386659875101536,25.345988404544226,55.38477162417472,25.34765611920182,55.38382748009268,25.348489966699802,55.382480888332495,25.348955755071863,55.369922890848606,25.331249480180787,55.37050231949982,25.33046401545168",0.66307541625857,0.0740863348132662,-0.09827357237715803,0.1401326275909549,majaz,25.33199136237314,55.382944582117304
,,,Polygon,"55.46523510874716,25.33403279726208,55.43673932017294,25.296480081438595,55.4561523447309,25.281681407914824,55.459585572269965,25.27935309303709,55.465937043217224,25.276559056201837,55.4726318369184,25.273920184558264,55.50370254614692,25.317376638507454,55.50541915991645,25.320480074731734,55.49014878570481,25.324838117352158,55.47683411344092,25.32834986765228,55.46523510874716,25.33403279726208",0.6977843595147235,0.13546223259066884,-0.09252912954078135,0.13553379120445697,zahia,25.3048822435603,55.47010162741817
,,,Polygon,"55.40497713215911,25.343845570322397,55.39502077229584,25.328020268686654,55.407723714190375,25.31933098792453,55.414933492022406,25.313589513910735,55.423001576739196,25.306916648143556,55.42969637044036,25.302416135823893,55.43621950276458,25.296363459198936,55.452012349444274,25.31638269742658,55.42317323811615,25.33314044567543,55.40497713215911,25.343845570322397",0.6603956790872678,0.052811873785467624,-0.1295238095238095,0.08495867364997073,industrial,25.320642053101942,55.42339343552691
,,,Polygon,"55.48840456135834,25.295897856171162,55.47261171467865,25.27416772641411,55.51003389485443,25.259730560155788,55.523423482256774,25.278979733562174,55.48840456135834,25.295897856171162",0.667268134247564,0.14051649580333783,-0.06881547139403707,0.12418263923304623,noaf,25.27734361245604,55.49820615057694
,,,Polygon,"55.38458565949046,25.348328879458435,55.38625675286674,25.34650602691686,55.38689783748717,25.344605585217394,55.38788220848924,25.342394857793717,55.3898563143242,25.336809626563372,55.391272511728836,25.3376241587413,55.3924312349785,25.338438678971233,55.3982677217949,25.347049020191093,55.39886853661424,25.348057398440783,55.38677691216569,25.355581186122354,55.38239954705339,25.34891063500867,55.38458565949046,25.348328879458435",0.6527194104391254,0.07252871396001456,-0.051989730423620026,0.13001254441706941,qasmiyah,25.346896201686643,55.390634894514875
,,,Polygon,"55.39328963307681,25.331895219257913,55.394920416157866,25.328404177071274,55.40522009877506,25.34391914935068,55.39878279713932,25.347797581578135,55.39234549550358,25.33825641499333,55.38959891347233,25.336860083597504,55.39328963307681,25.331895219257913",0.6056995455103795,0.040121573915419886,-0.05709992486851991,0.06616137294824785,abushagarah,25.33886138980997,55.39739664016748
,,,Polygon,"55.39849141696608,25.348058347840936,55.40518621066726,25.343850252211837,55.41123727420486,25.35296437586227,55.40505746463454,25.355950556339202,55.40407843356765,25.35664376379569,55.40357147365876,25.35578572916178,55.40330055139214,25.355334891446983,55.40285797104909,25.354612582109766,55.40134518071908,25.352188699756734,55.39849141696608,25.348058347840936",0.6243654822335025,0.06883615195333774,-0.032144429766622636,0.07616291606071202,yarmouk,25.350307065490803,55.40480699018786
,,,Polygon,"55.39851141964704,25.348221927587083,55.40155831500646,25.352313475888728,55.40409041439801,25.356637668225257,55.40233088528425,25.357452063654346,55.39967013394148,25.35939107830921,55.39855433499129,25.360321794296436,55.39735270535261,25.360709590509494,55.39512110745222,25.359972776640962,55.390486250274485,25.353302467806326,55.39851141964704,25.348221927587083",0.6568315932818883,0.08086595705426651,-0.03593093793747083,0.10147259802227011,mussalla,25.354772767778087,55.397367563795534
,,,Polygon,"55.39037386823965,25.353190844690996,55.39522330213858,25.360093838447682,55.39106051374746,25.3623042643657,55.386768979323634,25.35555652177313,55.39037386823965,25.353190844690996",0.4922938696523602,0.04810768836583147,-0.049722505379997735,0.07376870701221963,ghuwair,25.357824352428988,55.390904984552755
